Rsznr.;Naam;NACE Code;Sector;Belangrijkheid;Taal;Straat;Postnr.;Letter;Gemeente;Provincie;AantalBedienden;Trimester;Adrestype;Contacttype;Aanspreektitel;Voornaam Contactpersoon;Naam Contactpersoon;Foutief Adres;Ontvangt Mailing;Mailingadres;EMail;Par. Comité;Kengetal RSZ;Goedgekeurd;Telefoon;Fax;GSM;Plain text;PDF;E-Zine
117288907;BELGIAN SERVICES COMPANY  BELSECO SA;46660;;1-4;Frans;R NVLES. TECHNOLOGIES 21;4460;A;Bierset;LIEGE;3;101;RSZ;(contacttypes);à l'attn. de Monsieur;Michel;Fagnoul;Nee;Nee;Ja;michel.fagnoul@belseco.be;218;010;Ja;;;;Nee;Nee;Ja
117320820;LOFMA  SA;64200;;1-4;Frans;RUE DE HOLLOGNE 35;4460;A;Bierset;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
117354285;INTEGRATED  SERVICES FOR  INFORMATION SYSTEMS ISIS SA;62010;;1-4;Frans;RUE DES DEPORTES 120;4800;E;Verviers;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
117342451;ROSEN CHARLES SA;43331;;5-9;Frans;RUE DU BAC 23;4950;D;Waimes;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
117329065;SLUYSMANS TONY;41201;;1-4;Frans;RUE HAUTE 59;4633;A;Melen;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
117332169;ETS  KLM MOTORS SA;45113;;1-4;Frans;RUE DE JEMEPPE 227;4431;A;Loncin;LIEGE;1;094;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
117351181;GROUPE DETRY FRERES;64200;;20-49;Frans;Rue de Merckhof 10;4880;A;Aubel;LIEGE;41;101;RSZ;(contacttypes);à l'attn. de Monsieur;Fabrice;Clavie;Nee;Nee;Ja;;218;010;Ja;087/680 600;087/680660;;Nee;Nee;Nee
117363015;COMUREX SC;41201;;5-9;Frans;RUE EMILE GOEDERT 12;4970;B;Stavelot;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
117341287;SOBELVIN DIFFUSION SA;46349;;1-4;Frans;R AUTOUR DE L'EGLISE 1;4590;B;Ouffet;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;057;Nee;;;;Nee;Nee;Nee
117374558;E.VICTOR-MEYER SA;23700;;10-19;Frans;AVENUE DE NORVEGE 45;4960;C;Malmedy;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
117391727;MOULINS BURETTE SA;47762;;1-4;Frans;ROUTE DE DINANT 11;4550;A;Nandrin;LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;057;Nee;;;;Nee;Nee;Nee
117376983;EBENISTERIE MENUISERIE RENE LENNERTS SPRL;43320;;1-4;Frans;ELSAUTE 16;4890;A;Clermont (Lg.);LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
117393667;THERMOCALOR SPRL;43222;;20-49;Frans;RUE MONFORT 8A;4430;A;Ans;LIEGE;0;101;;(contacttypes);;;;Ja;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
117394249;LA BOUTIQUE DU VOYAGE SPRL;79110;;1-4;Frans;Rue des Rôtisseurs 18;4500;B;Huy;LIEGE;4;101;RSZ;(contacttypes);à l'attn. de Madame;Claudine;Crispeels;Nee;Nee;Ja;claudine@laboutiqueduvoyage.be;218;010;Ja;085/25 05 05;085/25 05 08;;Nee;Nee;Ja
117397062;VIATOUR JEAN-PIERRE;66191;;1-4;Frans;RUE MASSON 18;4530;A;Fize-Fontaine;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
117452449;SPRL PHILIPPIN MICHEL;45113;;5-9;Frans;RUE D'AYWAILLE 61;4170;A;Comblain-au-Pont;LIEGE;2;074;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;064;Ja;;;;Nee;Nee;Nee
117409381;IMPRIMERIE DE WAIMES SPRL;18120;;5-9;Frans;RUE DE LA GARE 24;4950;D;Waimes;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;036;Nee;;;;Nee;Nee;Nee
117421797;ECOBATI SC;46731;;5-9;Frans;RUE DE WAROUX 35;4450;A;Juprelle;LIEGE;11;101;RSZ;(contacttypes);à l'attn. de Monsieur;Thierry;Noël;Nee;Nee;Ja;info@ecobati.be;218;026;Ja;04/2463249;04/2470607;;Nee;Nee;Ja
117439354;BONMECA SA;70220;;1-4;Frans;RUE DE TILFF 2;4100;B;Seraing;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
117422185;ALLISON CLOTURES SA;43999;;5-9;Frans;CHAUSSEE DE TONGRES 326;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
117450509;BUSINESS AND EVENTS ORGANIZATION B ET E SA;93199;;5-9;Frans;AVENUE DES ALLIES 91;4960;C;Malmedy;LIEGE;4;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
117446241;ENTREPRISES GODFROID  SA;42220;;5-9;Frans;CHEE DE WAVRE 112;4520;F;Wanze;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
117438287;F & F  SCRL;47540;;1-4;Frans;RUE PIRETFONTAINE 37;4140;D;Sprimont;LIEGE;0;093;;(contacttypes);;;;Nee;Nee;Nee;;;067;Nee;;;;Nee;Nee;Nee
117445077;BARCHON METAL VANNERUM SA;38322;;5-9;Frans;GRAND'ROUTE 1;4400;C;Flemalle;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;079;Nee;;;;Nee;Nee;Nee
117478154;ETS GOESSENS PIRENNE SA;43222;;50-99;Frans;ROUTE DE HUY 26;4280;I;Hannut;LIEGE;11;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;026;Ja;;;;Nee;Nee;Nee
117490473;ISOPRO SA;43291;;20-49;Frans;RUE SEMAILLES 3;4400;C;Flemalle;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
117522095;SOCIETE COOPERATIVE FINANCIERE IMMOBILIERE &  D'ASSURANCES SOCOFIMA SA;66199;;1-4;Frans;RUE BASSE CAMPAGNE 171;4040;A;Herstal;LIEGE;3;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
117511522;ZUNE - ELEC  SA;43211;;1-4;Frans;RUE PIERRE DEBY 11;4600;D;Vise;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;067;Nee;;;;Nee;Nee;Nee
117534220;STRATELLIA SA;70220;;1-4;Frans;Rue de l'Alun 20;4600;D;Vise;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
117542077;EURO-MANET   SPRL;81220;;1-4;Frans;RUE HAUTE 38;4100;B;Seraing;LIEGE;0;094;;(contacttypes);;;;Nee;Nee;Nee;;;066;Nee;;;;Nee;Nee;Nee
117553426;GREISCH INGENIERIE  SA;71121;;20-49;Frans;ALLEE DES NOISETIERS 25;4031;A;Angleur;LIEGE;39;101;;(contacttypes);;;;Nee;Ja;Nee;;;010;Nee;;;;Nee;Nee;Nee
117555851;AMPLITOURS-RESEAU SOLIDARIS SC;79110;;5-9;Frans;RUE GRETRY 83;4020;A;Bressoux;LIEGE;6;101;RSZ;(contacttypes);à l'attn. de Monsieur, Madame;Viviane;Lambert;Nee;Nee;Ja;viviane.lambert@mutsoc.be;218;010;Ja;04/341.64.02.;04/341.63.47.;;Nee;Nee;Ja
117543144;NEW MARKET  SA;68203;;1-4;Frans;RUE DU TIGE 13;4040;A;Herstal;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
117560119;SYNACO HOLDING SA;46180;;1-4;Frans;RUE SIMONON 8;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
117556433;IPC EUROPE SPRL;;;;Frans;Rue Joseph Wauters 20;4470;A;Saint-Georges-sur-Meuse;LIEGE;0;101;RSZ;(contacttypes);à l'attn. de Monsieur;Alain;Ceurleers;Nee;Nee;Ja;alain.ceuleers@ipeurope.com;218;;Ja;04/273 70 10;;;Nee;Nee;Ja
117564872;IMPORTATION MATERIEL COMMERCE ET INDUSTRIE I.M.C.I.  SPRL;46731;;1-4;Frans;GRAND ROUTE 141A;4537;C;Verlaine;LIEGE;1;081;;(contacttypes);;;;Ja;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
117574960;MARGRAFF SC;81220;;20-49;Frans;BODARWE,FAYMONVILLE 3;4950;D;Waimes;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;066;Nee;;;;Nee;Nee;Nee
117603575;WASSEIGES INVEST  SA;68201;;1-4;Frans;RUE DE MERDORP 20;4219;D;Wasseiges;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
117595524;PROLAM SA;68311;;1-4;Frans;R DES MARGUERITES 10;4020;C;Liège 2;LIEGE;1;082;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
117627437;FRANKINET SPRL;47591;;1-4;Frans;CHAUSSEE DE TONGRES 59;4451;A;Voroux-lez-Liers;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
117605806;MA.DI.PLAST. SPRL;43320;;1-4;Frans;RUE CHANTRAINE 228;4420;A;Montegnee;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
117630056;ROCOUR  PIERRE;96099;;1-4;Frans;RUE DES PLATANES 32 BIS;4690;A;Bassenge;LIEGE;1;101;RSZ;(contacttypes);à l'attn. de Monsieur;PIERRE;ROCOUR;Nee;Nee;Ja;;218;010;Ja;041/862458;041/864431;;Nee;Nee;Nee
117644121;LUCIEN  BODSON   SA;43222;;1-4;Frans;RUE DU CHALET 79;4920;A;Aywaille;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
117702127;OUTICARB CUTTING TOOLS SPRL;46693;;5-9;Frans;QUAI MATIVA 25;4020;C;Liège 2;LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
117690972;CARRELAGES TH ARCHAMBEAU  SA;43331;;5-9;Frans;VIEUX THIER SPRIMONT 10;4140;D;Sprimont;LIEGE;2;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;044;Ja;;;;Nee;Nee;Nee
117781376;PARISSE  SA;46699;;1-4;Frans;RUE DE JUPRELLE 112;4432;A;Alleur;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
117760230;ENGRENAGE  SPRL;46520;;1-4;Frans;RUE SAINT-LEONARD 234;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;067;Nee;;;;Nee;Nee;Nee
117738502;CARRIERES SCHAUSS SPRL;8112;;5-9;Frans;CHAMPAGNE 7;4950;D;Waimes;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
117766244;LEONARD - LOVATO  SPRL;96011;;5-9;Frans;RUE DE ROTHEUX 190;4100;B;Seraing;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;049;Nee;;;;Nee;Nee;Nee
117787390;VOYAGES LAMBERT SWAAB SA;79110;;5-9;Frans;RUE DE MAGNEE 13;4620;A;Fleron;LIEGE;2;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
117769057;HENRI LEMAITRE INTERIM SA LEM INTERIM;78200;;200-499;Frans;HAUTGNE 3;4140;D;Sprimont;LIEGE;20;101;Bedrijfsdossiers;(contacttypes);à l'attn. de Madame;Claire;Pinchard;Nee;Nee;Ja;info@leminterim.be;218;010;Ja;04/344 24 24;04/344 24 23;;Nee;Nee;Ja
117769736;ETABLISSEMENTS BERNARDIN  SA;43331;;5-9;Frans;BLD RAYMOND-POINCARE 75;4020;A;Bressoux;LIEGE;0;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;044;Ja;;;;Nee;Nee;Nee
117800679;CENTRE DE GESTION HESBAYE CONDROZ C.G.H.C. SCRL;69202;;5-9;Frans;RUE DES COMBATTANTS 6;4300;G;Waremme;LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
117804753;AUTO SECURITE SA;71201;;200-499;Frans;Avenue Parc ZI Petit-Rechain;4800;E;Verviers;LIEGE;209;101;Bedrijfsdossiers;(contacttypes);à l'attn. de Madame;Claire;Vrolix;Nee;Nee;Ja;c.vrolix@autosecurite.be;218;064;Ja;087/57 20 15;087/57 20 01;;Nee;Nee;Ja
117817557;ALAIN JEAN-CHARLES SPRL;82910;;1-4;Frans;AV DU CENTRE 107;4820;A;Dison;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
117846366;GESTION - FINANCE ET ADMINISTRATION   GFA  SA;64200;;1-4;Frans;RUE DES FRAISIERS 91;4041;A;Milmort;LIEGE;3;074;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
117858297;QUICKLY INTERNATIONAL SA;46731;;1-4;Frans;RUE DE LA LIMITE 3;4460;A;Bierset;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
117880316;PAPETERIE DE L'EST  SC;46492;;5-9;Frans;RUE FLORIKOSSE 29;4802;A;Heusy;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
117874981;G.T.M. SA;70220;;5-9;Frans;R PORTE SOUVRE 46;4600;D;Vise;LIEGE;5;101;;(contacttypes);;;;Ja;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
117867027;SPRL ORLANDO FABRICE;43910;;20-49;Frans;RUE DE L'EPERONNERIE 61;4041;A;Milmort;LIEGE;2;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;054;Ja;;;;Nee;Nee;Nee
117876436;ENTREPRISE GENERALE DE CONSTRUCTION ETIENNE PIRON SA;41201;;100-199;Frans;R DE LA FONTAINE 3;4880;A;Aubel;LIEGE;21;101;RSZ;(contacttypes);;;null;Nee;Nee;Ja;;218;024;Ja;;;;Nee;Nee;Nee
117882838;CORNELIS SPRL;33110;;1-4;Frans;RUE DES BOULEAUX 13;4100;B;Seraing;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
117902432;CONSTRUCTIONS LOUWET  SA;41203;;20-49;Frans;GARE DE MOMALLE(MOM) 15;4347;A;Fexhe-le-Haut-Clocher;LIEGE;6;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
117890210;ETS G FAYEN SPRL;46733;;20-49;Frans;BLD DES GERARDCHAMPS 3;4800;E;Verviers;LIEGE;13;101;RSZ;(contacttypes);à l'attn. de Monsieur;Pierre;Fayen;Nee;Nee;Ja;;218;010;Ja;087/33.03.46;;;Nee;Nee;Nee
117894575;HONEYWELL LIFE SAFETY SA;46693;;10-19;Frans;AVENUE L'EXPANSION 16 D;4432;A;Alleur;LIEGE;14;101;RSZ;(contacttypes);à l'attn. de Madame;NATHALIE;SALMON;Nee;Nee;Ja;nathalie.salmon@notifier.be;218;067;Ja;;04/247 02 24;;Nee;Nee;Ja
117925130;ALL PRINTING AND DIGITAL  SERVICES SPRL;82190;;1-4;Frans;QUAI GODEFROID-KURTH 59;4020;C;Liège 2;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;036;Nee;;;;Nee;Nee;Nee
117948119;EVRARD JEAN MARC;69201;;1-4;Frans;LES KMOGNES 3;4800;E;Verviers;LIEGE;0;093;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
117936770;SERRURERIE DAOUST  SPRL;25720;;1-4;Frans;RUE DES CHARRONS 62;4800;E;Verviers;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
117957819;CONCEPT SYSTEMS SA;62010;;1-4;Frans;RUE MORAY 19;4218;A;Couthuin;LIEGE;2;101;RSZ;(contacttypes);à l'attn. de Monsieur;Jean-Pierre;Matagne;Nee;Nee;Ja;matagne.jp@visualconcept.be;218;010;Ja;085/71 02 71;;;Nee;Nee;Ja
117966646;PUBLI - TOUT     SA;58130;;5-9;Frans;RUE DU BALOIR 12;4300;G;Waremme;LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;036;Nee;;;;Nee;Nee;Nee
117964512;EUROPEAN METROLOGY SYSTEMS  SA;46693;;10-19;Frans;CHM BOIS DU ROI 21;4608;B;Warsage;LIEGE;10;101;RSZ;(contacttypes);à l'attn. de Madame;Rosalia;Di stefanio;Nee;Nee;Ja;;218;010;Ja;04/228.04.07;19/08/2010;;Nee;Nee;Nee
117990702;SERAL SA;66191;;1-4;Frans;RUE LOUVETAIN 31;4130;A;Esneux;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
117991284;THEMA SA;46693;;5-9;Frans;RUE DE L'EXPANSION 6;4460;A;Bierset;LIEGE;9;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
117994582;BODARWE SA;42110;;100-199;Frans;Route de Luxembourg 16;4960;C;Malmedy;LIEGE;16;101;RSZ;(contacttypes);à l'attn. de Monsieur;Michel;Bodarwé;Nee;Nee;Ja;travaux@bodarwe.com;218;024;Ja;;;;Nee;Nee;Ja
118008356;EUROMI  SA;46460;;10-19;Frans;RUE DES ORMES 151;4800;E;Verviers;LIEGE;11;101;RSZ;(contacttypes);à l'attn. de Monsieur;Robert;Dauvister;Nee;Nee;Ja;info@euromi.com;218;010;Ja;087/29.22.22;087/29.22.23;;Nee;Nee;Ja
118014661;REIFF   SA;45201;;10-19;Frans;RUE MITOYENNE 353;4840;A;Welkenraedt;LIEGE;5;101;RSZ;(contacttypes);;;null;Nee;Nee;Ja;;218;064;Ja;;;;Nee;Nee;Nee
118010781;HAAS PIERRE;47521;;1-4;Frans;RUE HERBIESTER 47A;4845;A;Jalhay;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
118028629;HERSTAL   SA;64200;;10-19;Frans;VOIE DE LIEGE 33;4040;A;Herstal;LIEGE;12;101;RSZ;(contacttypes);à l'attn. de Monsieur;Gustin;Michel;Nee;Nee;Ja;;218;010;Ja;04/240.81.11;;;Nee;Nee;Nee
118015049;MATHONET - GABRIEL   SA;3220;;10-19;Frans;PONT-BORGUEUSE HE 1;4960;C;Malmedy;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;193;Nee;;;;Nee;Nee;Nee
118042209;SPRL CARROSSERIE SAN LORENZO;45204;;1-4;Frans;RUE FR BRACONNIER 72;4420;A;Montegnee;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;065;Nee;;;;Nee;Nee;Nee
118054819;ETS GUY ERNST  SPRL;47300;;1-4;Frans;RUE DE LA SOURCE 32;4850;C;Plombieres;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
118054140;PIRARD PATRICK;43222;;5-9;Frans;HAVELANGE 11;4920;A;Aywaille;LIEGE;1;082;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
118065101;SOCIETE MEDART ET FILS  SPRL;46772;;5-9;Frans;R DIEUDONNE-DEFRANCE 5;4020;C;Liège 2;LIEGE;0;101;;(contacttypes);;;;Nee;Nee;Nee;;;079;Nee;;;;Nee;Nee;Nee
118066459;EQUIP'AUTO PNEU   SA;45113;;5-9;Frans;RUE R. SUALEM 6;4101;A;Jemeppe-sur-Meuse;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
118120876;JEMO SA;82110;;1-4;Frans;RUE DE CORTHYS 16;4280;I;Hannut;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
118087314;LEGROS JEAN-CLAUDE;38219;;5-9;Frans;RUE DE LA JEUNESSE 86 bte 21;4100;B;Seraing;LIEGE;2;101;RSZ;(contacttypes);à l'attn. de Monsieur;Jean-Claude;Legros;Nee;Nee;Ja;legros.jeanclaude@skynet.be;218;066;Ja;04/336.12.71;04/338.06.81;0475/47.10.38;Nee;Nee;Ja
118088866;CARROSSERIE COUNOTTE SA;45204;;5-9;Frans;PREVOCHAMPS 26;4860;B;Pepinster;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;065;Nee;;;;Nee;Nee;Nee
118126405;BOUVY GEORGES;66191;;1-4;Frans;CLOS DES CEVENNES 11;4040;A;Herstal;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
118118936;ETS VANDORMAEL SA;45191;;1-4;Frans;RUE FRANCOIS-LEFEBVRE 68;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
118107587;HABAY SA;66191;;5-9;Frans;BOIS DE MAUHIN 2;4608;A;Neufchateau (Lg.);LIEGE;4;094;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
118141537;DARIMONT JEANNE;94999;;1-4;Frans;RUE DU MOULIN A VENT 99A;4340;A;Awans;LIEGE;0;093;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
118147551;WILMET TRUCKS SA;77110;;10-19;Frans;ROUTE DE NAMUR  153;4280;I;Hannut;LIEGE;5;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
118152692;ASPHALTE BETON ET TECHNIQUES ABTEC SA;42110;;50-99;Frans;RUE DE LA RESISTANCE 26;4681;A;Hermalle-sous-Argenteau;LIEGE;9;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;024;Ja;;;;Nee;Nee;Nee
118166078;AVA LIEGE SA;46493;;50-99;Nederlands;BLD CONSTITUTION 18;4020;A;Bressoux;LIEGE;69;101;Kontaktpersoon;(contacttypes);t.a.v. de heer;Marc;D'Hooge;Nee;Nee;Ja;marcdhooge@ava.be;218;010;Ja;03/710.52.24;;;Nee;Nee;Ja
118166078;AVA LIEGE SA;46493;;50-99;Nederlands;BLD CONSTITUTION 18;4020;A;Bressoux;LIEGE;69;101;RSZ;(contacttypes);t.a.v. mevr.;Betty;Samson;Nee;Nee;Ja;betty.samson@ava.be;218;010;Ja;03/710 52 24;03/710 52 82;;Nee;Nee;Nee
118163459;TEA FOR TWO SPRL;73110;;1-4;Frans;RUE DU STADE 13;4420;A;Montegnee;LIEGE;0;082;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
118204490;C.R.D. SCRL;73110;;1-4;Frans;RUE PATENIER 20;4000;B;Liege 1;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
118185769;SERET JEAN SA;64190;;1-4;Frans;RUE DU CENTRE 24-A;4140;D;Sprimont;LIEGE;3;074;RSZ;(contacttypes);à l'attn. de Monsieur;Christian Seret;Responsable du personnel;Ja;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
118206236;PEREE MATERIEL HYDRAULIQUE SA;46693;;1-4;Frans;RUE LE MARAIS 15 B;4530;A;Fize-Fontaine;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
118221562;CENTRETOILE SA;45113;;10-19;Frans;QUAI DE L INDUSTRIE 24;4500;B;Huy;LIEGE;7;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;064;Ja;;;;Nee;Nee;Nee
118231456;THOUMSIN JARDINS SA;81300;;5-9;Frans;RUE DE CORNEMONT 7;4141;A;Louveigne (Sprimont);LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;094;Nee;;;;Nee;Nee;Nee
118241156;FLEXOS SA;46510;;5-9;Frans;AVENUE ANDRE ERNST 20;4800;E;Verviers;LIEGE;6;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;067;Ja;;;;Nee;Nee;Nee
118210989;VANDECAN;41201;;;Frans;Rue de Cras-Avernas 4;4280;I;Hannut;LIEGE;0;;RSZ;(contacttypes);à l'attn. de Madame;Paulette;Vandecan;Nee;Nee;Ja;etsvandecan@hotmail.com;218;024;Ja;019/51.11.41;019/51.43.45;;Nee;Nee;Ja
118233978;SPRL JACQUES VINCENT;43910;;5-9;Frans;RUELLE MASSIN 101;4845;A;Jalhay;LIEGE;1;101;RSZ;(contacttypes);à l'attn. de Madame;Carine;Vincent;Nee;Nee;Ja;;218;054;Ja;087/47 44 40;;;Nee;Nee;Nee
118247558;TRADECOLIEGE SC;38219;;1-4;Frans;GALERIE SAUVENIERE 5;4000;B;Liege 1;LIEGE;0;101;;(contacttypes);;;;Nee;Nee;Nee;;;066;Nee;;;;Nee;Nee;Nee
118239507;SC HAMENDE COMBUSTIBLES;47781;;1-4;Frans;RUE D'AVERNAS 16;4287;A;Lincent;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;091;Nee;;;;Nee;Nee;Nee
118283157;NAG SA;69202;;1-4;Frans;BAUGNEZ-RTE DE WAIMES 94;4960;C;Malmedy;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
118261914;SA ENTREPRISES JEROME;41201;;1-4;Frans;RUE F PIETTE 56 B;4520;F;Wanze;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
118284127;VOYAGES LIGNE BLEUE MER ET MONTAGNE SCRL;79110;;10-19;Frans;BD DE LA SAUVENIERE 97 B;4000;B;Liege 1;LIEGE;14;101;RSZ;(contacttypes);à l'attn. de Monsieur, Madame;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;042/21.20.66;20/08/2010;;Nee;Nee;Nee
118272875;F CLAESSENS & FILS SPRL;43221;;10-19;Frans;BOUQUETTE 105;4800;E;Verviers;LIEGE;1;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;026;Ja;;;;Nee;Nee;Nee
